insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 10, 'definition', '2023-07-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (83, 5, 'clear-thinking', '2023-10-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (84, 6, 'Graphic Interface', '2023-06-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (21, 7, 'Distributed', '2023-10-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (34, 8, 'dynamic', '2022-12-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (96, 5, 'customer loyalty', '2023-04-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (25, 5, 'methodology', '2023-03-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (77, 9, 'moderator', '2023-11-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (45, 9, 'homogeneous', '2023-07-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (34, 10, 'explicit', '2023-01-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (12, 5, 'Synergized', '2023-06-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (69, 7, 'Up-sized', '2023-08-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (1, 8, 'hardware', '2023-06-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 5, 'support', '2023-09-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (86, 3, 'implementation', '2023-09-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (2, 9, 'Exclusive', '2022-12-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (5, 7, 'secondary', '2023-08-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (2, 4, 'Reduced', '2023-07-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (30, 7, 'logistical', '2023-08-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (60, 5, 'impactful', '2023-06-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (3, 6, 'Operative', '2023-06-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (35, 7, 'protocol', '2023-01-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (85, 2, 'concept', '2023-09-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (34, 7, 'Exclusive', '2023-03-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (100, 8, 'standardization', '2023-11-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (72, 2, 'Cloned', '2023-09-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (82, 9, 'Public-key', '2023-07-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (67, 6, 'Reverse-engineered', '2023-08-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (95, 7, 'Front-line', '2023-04-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (56, 5, 'Profit-focused', '2023-03-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (45, 8, 'interactive', '2023-02-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 4, 'hardware', '2023-09-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (19, 1, 'software', '2023-01-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (8, 4, 'directional', '2023-09-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (29, 3, 'directional', '2023-01-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (41, 9, 'methodical', '2022-12-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (82, 8, 'productivity', '2023-01-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (47, 5, 'Up-sized', '2023-05-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (70, 3, 'Enhanced', '2023-01-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (44, 2, 'transitional', '2022-12-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (48, 8, 'Assimilated', '2023-11-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (99, 4, 'Inverse', '2023-11-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (79, 3, 'high-level', '2023-08-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (94, 10, 'Compatible', '2022-12-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (61, 2, 'Fundamental', '2023-07-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (8, 1, 'needs-based', '2023-07-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (47, 6, 'Cross-group', '2023-03-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (30, 10, 'interface', '2023-06-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (34, 2, 'ability', '2023-01-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (54, 7, 'challenge', '2023-05-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (72, 9, 'bottom-line', '2022-12-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 7, 'Enhanced', '2023-04-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (47, 10, 'Optional', '2023-01-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (95, 8, 'matrix', '2023-01-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (54, 6, 'paradigm', '2023-06-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (44, 5, 'disintermediate', '2023-10-08');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 6, 'even-keeled', '2023-11-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (55, 2, 'Business-focused', '2023-06-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (62, 4, 'algorithm', '2023-04-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (90, 2, 'Universal', '2023-08-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (51, 2, 'Visionary', '2023-11-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (9, 3, 'standardization', '2023-01-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (39, 1, 'Ameliorated', '2023-09-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (54, 8, 'needs-based', '2023-04-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (54, 9, 'full-range', '2023-03-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (57, 9, 'client-driven', '2023-04-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (69, 1, 'website', '2023-07-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (93, 3, 'exuding', '2023-09-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (88, 9, 'Reactive', '2023-05-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (2, 10, 'frame', '2023-06-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (32, 7, 'regional', '2023-08-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (83, 6, 'attitude-oriented', '2023-11-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (12, 6, 'analyzer', '2022-12-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (40, 8, 'encryption', '2023-09-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (25, 10, 'reciprocal', '2023-01-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (94, 8, 'orchestration', '2023-03-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (12, 4, 'task-force', '2022-12-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (7, 1, 'open system', '2023-01-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (44, 7, 'framework', '2023-11-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (28, 5, '3rd generation', '2023-02-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (18, 9, 'didactic', '2023-02-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (15, 3, 'framework', '2023-10-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (73, 8, 'maximized', '2023-05-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (50, 8, 'eco-centric', '2023-01-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (32, 2, 'attitude-oriented', '2022-12-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (33, 3, 'initiative', '2023-06-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (45, 7, 'Progressive', '2023-03-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (29, 6, 'Multi-tiered', '2023-10-08');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 4, 'Organic', '2023-09-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (13, 9, 'client-server', '2022-12-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (96, 10, 'Digitized', '2023-04-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (29, 1, 'flexibility', '2023-06-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 7, 'context-sensitive', '2023-03-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (86, 9, 'attitude', '2023-02-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (18, 6, 'Multi-channelled', '2023-08-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (43, 2, 'high-level', '2023-02-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (48, 9, 'Devolved', '2023-02-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (42, 8, 'next generation', '2022-12-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (40, 2, 'throughput', '2023-02-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (68, 3, 'Open-source', '2023-01-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (49, 8, 'Self-enabling', '2023-07-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (90, 7, 'radical', '2023-08-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (57, 10, 'asymmetric', '2023-05-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (39, 10, 'Upgradable', '2023-01-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (10, 2, 'Distributed', '2023-08-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (35, 7, 'customer loyalty', '2023-07-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (38, 3, '5th generation', '2023-07-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (86, 8, 'portal', '2023-11-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (98, 2, 'Managed', '2023-01-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (75, 9, 'Secured', '2023-03-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (70, 2, 'implementation', '2023-02-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (99, 9, 'heuristic', '2022-12-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (80, 1, 'De-engineered', '2023-04-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (50, 4, 'local', '2023-06-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (93, 1, 'zero defect', '2023-11-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (15, 10, 'data-warehouse', '2023-09-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (31, 4, 'regional', '2023-02-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (53, 1, 'functionalities', '2023-04-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (27, 7, 'multi-state', '2023-09-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (8, 9, 'multi-tasking', '2022-12-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (33, 4, 'ability', '2023-01-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 8, 'project', '2023-06-08');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (2, 5, 'internet solution', '2023-10-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (46, 7, 'disintermediate', '2022-12-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (2, 7, 'Customer-focused', '2023-03-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (62, 4, 'utilisation', '2023-04-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 5, 'parallelism', '2023-02-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (82, 6, '24 hour', '2023-09-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (65, 1, 'knowledge base', '2023-08-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (24, 4, 'function', '2023-11-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (64, 3, 'framework', '2023-05-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (91, 5, 'Programmable', '2023-07-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (5, 10, 'migration', '2023-09-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (65, 5, 'Down-sized', '2023-11-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (56, 9, 'cohesive', '2023-01-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (7, 9, 'value-added', '2023-04-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (82, 5, 'website', '2023-03-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (32, 10, 'architecture', '2023-05-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (27, 8, 'Down-sized', '2023-01-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (61, 6, 'grid-enabled', '2023-04-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (14, 10, 'Digitized', '2023-05-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (15, 4, 'secondary', '2023-10-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (91, 9, 'attitude', '2023-09-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (41, 10, 'portal', '2023-01-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (65, 1, 'Reverse-engineered', '2022-12-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 4, 'secured line', '2023-09-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (26, 3, 'installation', '2022-12-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (55, 1, 'initiative', '2023-09-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (68, 2, 'portal', '2023-07-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (53, 6, 'Multi-lateral', '2023-03-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (15, 2, 'throughput', '2023-05-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (80, 9, 'Synchronised', '2023-07-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (65, 10, 'Quality-focused', '2023-10-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (93, 1, 'hybrid', '2023-11-08');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (22, 9, 'adapter', '2023-04-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 5, 'bi-directional', '2023-01-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (91, 7, 'client-driven', '2023-04-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (23, 9, 'foreground', '2023-03-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (66, 8, 'definition', '2022-11-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (18, 7, 'time-frame', '2022-12-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (14, 8, 'multi-tasking', '2023-01-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (54, 1, 'human-resource', '2023-04-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (86, 10, 'hub', '2022-12-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (57, 7, 'concept', '2023-05-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (56, 2, 'function', '2023-06-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (49, 8, 'fault-tolerant', '2023-06-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (68, 8, 'mobile', '2023-10-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (84, 1, 'Up-sized', '2022-12-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (88, 6, 'Fundamental', '2023-09-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (7, 2, 'Assimilated', '2023-07-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (27, 3, 'content-based', '2023-09-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (91, 9, 'Realigned', '2023-03-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (68, 2, 'transitional', '2023-08-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (50, 5, 'intangible', '2023-06-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (85, 10, 'Multi-channelled', '2023-05-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (74, 3, 'Organic', '2023-07-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (57, 10, 'alliance', '2022-12-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 10, 'logistical', '2023-02-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (50, 6, 'incremental', '2023-08-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (23, 6, 'optimizing', '2023-09-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (41, 4, 'bandwidth-monitored', '2023-08-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (85, 2, 'migration', '2023-04-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (48, 5, 'human-resource', '2023-03-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (11, 1, 'executive', '2023-01-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (78, 9, 'multi-state', '2023-04-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (100, 6, 'conglomeration', '2023-11-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (53, 9, 'website', '2023-04-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 10, 'Reverse-engineered', '2023-06-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (51, 1, 'Customer-focused', '2023-07-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (65, 6, 'needs-based', '2023-04-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (86, 4, 'extranet', '2023-02-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (56, 7, 'standardization', '2023-05-08');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (22, 4, 'Synchronised', '2023-05-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (49, 8, 'Visionary', '2023-08-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (72, 4, 'access', '2023-10-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (3, 5, 'Cross-platform', '2023-09-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (63, 6, 'radical', '2023-06-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (48, 3, 'archive', '2023-07-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (15, 3, 'Multi-lateral', '2023-09-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (10, 4, 'Open-architected', '2023-01-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (48, 8, 'application', '2023-05-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (31, 3, 'scalable', '2023-09-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (90, 1, 'optimizing', '2023-04-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (32, 3, 'Cross-group', '2023-06-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (1, 2, 'knowledge base', '2023-09-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (48, 8, 'Synergized', '2023-02-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (10, 10, 'foreground', '2023-05-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (85, 3, 'system engine', '2023-01-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (96, 10, 'open architecture', '2023-01-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (77, 10, 'installation', '2023-01-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (7, 7, 'Realigned', '2023-05-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 3, 'Synergized', '2023-06-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (14, 9, 'full-range', '2023-03-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (55, 4, 'Diverse', '2023-07-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (98, 3, 'methodical', '2023-09-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 4, 'system engine', '2023-04-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (13, 4, 'contextually-based', '2023-02-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (2, 8, 'intranet', '2023-01-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (65, 8, 'Focused', '2023-11-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (37, 8, 'forecast', '2023-08-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (46, 1, 'architecture', '2023-05-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (54, 1, 'system engine', '2023-05-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (92, 7, 'Programmable', '2023-10-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (72, 1, 'Digitized', '2023-02-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 9, 'forecast', '2023-10-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (47, 3, 'Managed', '2023-01-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (75, 3, 'modular', '2023-03-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (70, 2, 'discrete', '2023-08-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (28, 2, 'Stand-alone', '2023-09-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (68, 5, 'moderator', '2023-09-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (21, 7, 'installation', '2022-11-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (24, 7, 'Persevering', '2023-06-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (34, 2, 'attitude-oriented', '2023-04-24');
